,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
111,111,MIKE DEAN,4:20,THE TWELFTH DAY PART 2,MIKE DEAN,,0.0,1.0,0.0,0.0
112,112,MIKE DEAN,4:20,THE TWELFTH DAY PART 3,MIKE DEAN,,0.0,1.0,0.0,0.0
113,113,MIKE DEAN,4:20,THE TWELFTH DAY PART 4,MIKE DEAN,,0.0,1.0,0.0,0.0
114,114,MIKE DEAN,4:22,THIS IS HOME,MIKE DEAN,,0.0,1.0,0.0,0.0
115,115,MIKE DEAN,,Three Jewels,,,0.0,1.0,0.0,0.0
116,116,MIKE DEAN,,Trippy Mod Patch 1,MIKE DEAN,,0.0,1.0,0.0,0.0
117,117,MIKE DEAN,4:22,WE CAN'T UNKILL,MIKE DEAN,,0.0,1.0,0.0,0.0
118,118,MIKE DEAN,,Weed - Dabs - Weed - Dabs,MIKE DEAN,,0.0,1.0,0.0,0.0
119,119,MIKE DEAN,4:22,WELCOME,MIKE DEAN,,0.0,1.0,0.0,0.0
120,120,MIKE DEAN,4:22,WHALES,MIKE DEAN,,0.0,1.0,0.0,0.0
121,121,MIKE DEAN,4:22,WHAT WE HAVE,MIKE DEAN,,0.0,1.0,0.0,0.0
122,122,MIKE DEAN,,When I See It/Tell Your Friends,MIKE DEAN," We are not the same, I am too reckless I'm not tryna go in that direction These niggas, they been doin' too much flexin' And they about to call the wrong attention And I don't got no patience, no more testin' I do shit how I want, don't need no blessin' XO niggas ain't nothin' to mess with Nobody stoppin' us, oh, no, we destined And everybody 'round you is so basic I'm never rockin' white, I'm like a racist I don't drink my liquor wit' a chase in That money is the only thing I'm chasin' And some dope dimes on some coke lines Gimme head all night, cum four times Baby girl just wanna smoke a pound Do an ounce, get some dick, tell her friends about it Go tell your friends about it (About it) Go tell your friends about it (About it) Go tell em what you know What you seen, how I roll How I did on the floor Go tell your friends about it (About it) Go tell your friends about it Im that nigga with the hair Singin' 'bout poppin' pills, fuckin' bitches, livin' life so trill You might also like We can roll some, you can roll some If you know sumn,  You lied, you lie Spent the whole summer, tryna' feel the wrong place At the right time, but I know it's mine when I see it I know I know, I know, I know, I know When I see it, ridin' down the 4 - 5 Baby, placin', thinkin, to myself, If I should make it right When I pulled up to the lobby And then my phone started ringin' Don't know why, but I know it's time when I see it Embed",0.067,0.85,0.083,-0.1533
123,123,MIKE DEAN,,White Black Jesus,MIKE DEAN,,0.0,1.0,0.0,0.0
